age,education,sex,relationship,marital-status,income
41.0,1st-4th,Female,Other-relative,Married-AF-spouse,>50K
50.0,Some-college,Female,Other-relative,Divorced,<=50K
85.0,1st-4th,Female,Unmarried,Never-married,<=50K
61.0,1st-4th,Female,Wife,Married-spouse-absent,<=50K
71.0,Prof-school,Female,Husband,Married-civ-spouse,<=50K
19.0,Some-college,Female,Own-child,Never-married,<=50K
31.0,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
58.0,9th,Male,Not-in-family,Divorced,>50K
34.0,7th-8th,Female,Not-in-family,Widowed,>50K
18.0,Doctorate,Male,Not-in-family,Married-civ-spouse,<=50K
34.0,HS-grad,Male,Other-relative,Married-civ-spouse,>50K
29.0,Bachelors,Male,Unmarried,Never-married,>50K
46.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
90.0,Masters,Female,Wife,Married-civ-spouse,>50K
40.0,HS-grad,Male,Unmarried,Divorced,<=50K
41.0,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
18.0,Prof-school,Male,Wife,Divorced,>50K
39.0,12th,Male,Other-relative,Never-married,>50K
39.0,Bachelors,Female,Wife,Married-civ-spouse,<=50K
52.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
42.0,Prof-school,Female,Other-relative,Never-married,>50K
41.0,Some-college,Male,Not-in-family,Divorced,<=50K
22.0,HS-grad,Male,Not-in-family,Never-married,<=50K
68.0,Bachelors,Female,Own-child,Divorced,<=50K
90.0,12th,Male,Wife,Married-AF-spouse,<=50K
58.0,HS-grad,Male,Unmarried,Separated,<=50K
74.0,9th,Male,Own-child,Married-spouse-absent,<=50K
50.0,Doctorate,Female,Other-relative,Married-civ-spouse,<=50K
78.0,7th-8th,Male,Wife,Married-spouse-absent,>50K
56.0,Preschool,Male,Other-relative,Separated,>50K
50.0,Preschool,Female,Wife,Separated,<=50K
33.0,HS-grad,Male,Unmarried,Divorced,<=50K
34.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
29.0,Some-college,Female,Unmarried,Divorced,<=50K
38.0,Preschool,Female,Husband,Widowed,<=50K
19.0,12th,Female,Not-in-family,Never-married,>50K
53.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
79.0,7th-8th,Male,Other-relative,Married-civ-spouse,<=50K
80.0,9th,Female,Unmarried,Separated,<=50K
43.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
28.0,Doctorate,Female,Other-relative,Married-civ-spouse,<=50K
31.0,Bachelors,Female,Wife,Widowed,<=50K
31.0,Some-college,Male,Husband,Married-civ-spouse,>50K
22.0,Some-college,Male,Own-child,Never-married,<=50K
28.0,Assoc-voc,Female,Own-child,Separated,<=50K
49.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27.0,12th,Male,Other-relative,Never-married,>50K
74.0,7th-8th,Male,Own-child,Married-spouse-absent,>50K
21.0,10th,Male,Husband,Never-married,>50K
37.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
26.0,5th-6th,Male,Other-relative,Married-spouse-absent,<=50K
50.0,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
43.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
80.0,9th,Male,Wife,Married-civ-spouse,>50K
27.0,11th,Female,Own-child,Married-spouse-absent,>50K
54.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
58.0,Some-college,Female,Not-in-family,Widowed,>50K
52.0,HS-grad,Female,Not-in-family,Divorced,<=50K
49.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
59.0,Preschool,Male,Not-in-family,Divorced,>50K
67.0,Preschool,Female,Other-relative,Married-spouse-absent,>50K
58.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
58.0,Masters,Male,Own-child,Separated,>50K
26.0,Bachelors,Female,Unmarried,Married-civ-spouse,>50K
35.0,Preschool,Female,Husband,Married-spouse-absent,>50K
34.0,7th-8th,Male,Own-child,Married-spouse-absent,>50K
24.0,Assoc-voc,Female,Own-child,Never-married,<=50K
37.0,7th-8th,Male,Wife,Married-AF-spouse,>50K
26.0,11th,Male,Unmarried,Married-civ-spouse,>50K
75.0,Bachelors,Male,Unmarried,Married-AF-spouse,<=50K
40.0,12th,Male,Other-relative,Divorced,<=50K
75.0,1st-4th,Male,Husband,Separated,>50K
20.0,10th,Female,Wife,Widowed,<=50K
35.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
23.0,1st-4th,Male,Other-relative,Married-spouse-absent,<=50K
76.0,Some-college,Female,Husband,Married-civ-spouse,>50K
56.0,Preschool,Female,Wife,Separated,<=50K
20.0,Bachelors,Male,Wife,Separated,<=50K
30.0,Assoc-voc,Male,Own-child,Married-civ-spouse,>50K
62.0,Bachelors,Female,Not-in-family,Divorced,>50K
42.0,11th,Male,Husband,Married-spouse-absent,>50K
41.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
33.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
23.0,Preschool,Male,Other-relative,Married-civ-spouse,>50K
75.0,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
29.0,Doctorate,Male,Not-in-family,Widowed,<=50K
35.0,12th,Male,Own-child,Married-AF-spouse,<=50K
70.0,Some-college,Female,Own-child,Never-married,>50K
35.0,1st-4th,Female,Husband,Married-civ-spouse,<=50K
49.0,HS-grad,Female,Not-in-family,Never-married,<=50K
23.0,Prof-school,Female,Own-child,Separated,<=50K
41.0,1st-4th,Male,Unmarried,Married-civ-spouse,>50K
41.0,10th,Male,Other-relative,Married-spouse-absent,>50K
74.0,11th,Female,Wife,Divorced,>50K
18.0,12th,Male,Husband,Never-married,<=50K
49.0,Some-college,Female,Husband,Divorced,>50K
73.0,HS-grad,Female,Other-relative,Separated,>50K
72.0,HS-grad,Female,Husband,Never-married,>50K
90.0,5th-6th,Female,Unmarried,Married-civ-spouse,<=50K
36.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
51.0,HS-grad,Female,Not-in-family,Divorced,<=50K
23.0,12th,Male,Unmarried,Never-married,>50K
19.0,Some-college,Male,Own-child,Never-married,<=50K
37.0,Bachelors,Female,Other-relative,Widowed,<=50K
31.0,Bachelors,Male,Own-child,Married-civ-spouse,>50K
20.0,Some-college,Male,Not-in-family,Never-married,<=50K
90.0,7th-8th,Female,Husband,Divorced,>50K
43.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
53.0,Masters,Female,Other-relative,Separated,>50K
39.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
56.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
61.0,1st-4th,Female,Wife,Married-spouse-absent,<=50K
65.0,Doctorate,Female,Unmarried,Married-AF-spouse,<=50K
38.0,Some-college,Male,Husband,Widowed,>50K
67.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
63.0,Bachelors,Male,Wife,Married-AF-spouse,<=50K
28.0,HS-grad,Male,Not-in-family,Never-married,<=50K
21.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
64.0,Assoc-acdm,Male,Own-child,Never-married,<=50K
58.0,12th,Male,Husband,Married-spouse-absent,<=50K
89.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
55.0,Preschool,Male,Wife,Divorced,<=50K
23.0,Some-college,Male,Own-child,Never-married,<=50K
85.0,1st-4th,Male,Other-relative,Married-spouse-absent,<=50K
44.0,12th,Female,Not-in-family,Married-AF-spouse,>50K
68.0,Some-college,Male,Unmarried,Married-civ-spouse,>50K
39.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
19.0,9th,Female,Wife,Separated,>50K
67.0,1st-4th,Female,Wife,Married-AF-spouse,>50K
21.0,9th,Female,Own-child,Married-spouse-absent,<=50K
31.0,12th,Female,Husband,Married-spouse-absent,<=50K
55.0,Masters,Male,Own-child,Never-married,<=50K
24.0,11th,Female,Wife,Married-spouse-absent,>50K
26.0,HS-grad,Female,Other-relative,Never-married,>50K
26.0,Bachelors,Male,Not-in-family,Never-married,<=50K
50.0,Masters,Male,Husband,Married-civ-spouse,<=50K
30.0,10th,Male,Unmarried,Separated,>50K
33.0,Preschool,Male,Wife,Married-spouse-absent,<=50K
57.0,Some-college,Male,Husband,Married-civ-spouse,>50K
29.0,Bachelors,Male,Unmarried,Widowed,>50K
21.0,Some-college,Male,Husband,Married-civ-spouse,>50K
63.0,Bachelors,Male,Wife,Married-AF-spouse,<=50K
32.0,Some-college,Female,Own-child,Never-married,<=50K
42.0,9th,Female,Other-relative,Separated,>50K
60.0,9th,Female,Not-in-family,Married-civ-spouse,<=50K
28.0,11th,Female,Wife,Married-spouse-absent,>50K
44.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
31.0,11th,Male,Unmarried,Never-married,>50K
35.0,10th,Female,Wife,Divorced,<=50K
78.0,Bachelors,Female,Unmarried,Divorced,<=50K
76.0,7th-8th,Male,Other-relative,Married-spouse-absent,<=50K
23.0,HS-grad,Female,Husband,Never-married,<=50K
85.0,7th-8th,Female,Other-relative,Married-spouse-absent,<=50K
77.0,Prof-school,Female,Not-in-family,Married-AF-spouse,>50K
77.0,9th,Male,Husband,Married-civ-spouse,<=50K
17.0,HS-grad,Male,Not-in-family,Never-married,>50K
17.0,5th-6th,Female,Not-in-family,Married-civ-spouse,>50K
47.0,10th,Male,Husband,Never-married,<=50K
30.0,Bachelors,Female,Not-in-family,Married-AF-spouse,<=50K
45.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
49.0,7th-8th,Male,Other-relative,Divorced,>50K
50.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
42.0,Masters,Female,Wife,Divorced,<=50K
83.0,10th,Female,Unmarried,Married-spouse-absent,>50K
81.0,9th,Female,Other-relative,Separated,>50K
23.0,Masters,Male,Unmarried,Never-married,<=50K
34.0,10th,Female,Wife,Widowed,<=50K
24.0,12th,Female,Husband,Married-spouse-absent,<=50K
37.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
63.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
79.0,HS-grad,Male,Wife,Widowed,>50K
77.0,Prof-school,Female,Own-child,Widowed,>50K
71.0,7th-8th,Male,Husband,Married-civ-spouse,<=50K
47.0,10th,Female,Own-child,Never-married,>50K
87.0,Preschool,Female,Husband,Married-AF-spouse,>50K
82.0,Preschool,Female,Husband,Widowed,>50K
65.0,9th,Female,Wife,Married-spouse-absent,>50K
62.0,HS-grad,Female,Not-in-family,Widowed,<=50K
90.0,5th-6th,Male,Own-child,Widowed,>50K
28.0,Preschool,Male,Not-in-family,Divorced,>50K
58.0,Some-college,Female,Wife,Married-civ-spouse,>50K
57.0,Assoc-acdm,Male,Own-child,Married-civ-spouse,<=50K
45.0,5th-6th,Male,Not-in-family,Married-AF-spouse,>50K
72.0,10th,Male,Unmarried,Married-civ-spouse,>50K
30.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
38.0,1st-4th,Male,Not-in-family,Married-spouse-absent,>50K
43.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
89.0,Some-college,Male,Own-child,Never-married,>50K
60.0,Some-college,Male,Husband,Married-civ-spouse,>50K
43.0,Bachelors,Male,Not-in-family,Married-AF-spouse,<=50K
52.0,5th-6th,Female,Not-in-family,Married-AF-spouse,<=50K
52.0,HS-grad,Female,Other-relative,Separated,<=50K
62.0,Doctorate,Male,Not-in-family,Never-married,>50K
22.0,Assoc-voc,Male,Own-child,Married-civ-spouse,<=50K
43.0,Masters,Male,Husband,Married-civ-spouse,>50K
33.0,HS-grad,Female,Own-child,Divorced,<=50K
45.0,Doctorate,Male,Husband,Married-civ-spouse,>50K
33.0,11th,Male,Not-in-family,Married-civ-spouse,<=50K
48.0,Doctorate,Female,Unmarried,Separated,>50K
77.0,10th,Female,Wife,Married-civ-spouse,>50K
64.0,HS-grad,Male,Not-in-family,Divorced,<=50K
84.0,Preschool,Female,Unmarried,Separated,<=50K
42.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32.0,HS-grad,Female,Own-child,Married-civ-spouse,<=50K
59.0,12th,Male,Unmarried,Never-married,<=50K
26.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
59.0,Some-college,Female,Not-in-family,Never-married,>50K
78.0,Prof-school,Female,Wife,Divorced,<=50K
48.0,12th,Male,Husband,Widowed,>50K
68.0,Assoc-acdm,Male,Husband,Never-married,<=50K
31.0,Bachelors,Male,Own-child,Never-married,>50K
28.0,HS-grad,Female,Not-in-family,Divorced,<=50K
47.0,Bachelors,Male,Unmarried,Divorced,<=50K
83.0,Assoc-acdm,Female,Wife,Married-civ-spouse,>50K
63.0,12th,Female,Not-in-family,Married-spouse-absent,<=50K
79.0,HS-grad,Male,Not-in-family,Widowed,<=50K
46.0,HS-grad,Male,Other-relative,Married-civ-spouse,<=50K
21.0,HS-grad,Male,Own-child,Never-married,<=50K
22.0,HS-grad,Female,Wife,Never-married,>50K
39.0,9th,Female,Own-child,Separated,<=50K
58.0,1st-4th,Male,Not-in-family,Married-spouse-absent,<=50K
66.0,Masters,Male,Husband,Married-civ-spouse,>50K
65.0,Assoc-acdm,Male,Wife,Separated,<=50K
71.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
20.0,Assoc-acdm,Male,Own-child,Never-married,>50K
26.0,11th,Female,Wife,Married-spouse-absent,>50K
20.0,Some-college,Male,Own-child,Never-married,<=50K
57.0,Masters,Female,Not-in-family,Never-married,>50K
43.0,Doctorate,Male,Husband,Married-civ-spouse,>50K
55.0,Masters,Male,Not-in-family,Never-married,<=50K
82.0,HS-grad,Male,Own-child,Widowed,<=50K
27.0,HS-grad,Female,Own-child,Never-married,>50K
19.0,10th,Female,Wife,Separated,>50K
56.0,12th,Female,Wife,Married-AF-spouse,>50K
20.0,5th-6th,Female,Unmarried,Never-married,>50K
59.0,11th,Female,Wife,Married-spouse-absent,<=50K
57.0,Assoc-voc,Male,Not-in-family,Divorced,<=50K
75.0,Bachelors,Female,Not-in-family,Never-married,<=50K
87.0,Masters,Female,Not-in-family,Separated,<=50K
18.0,9th,Female,Other-relative,Separated,>50K
62.0,9th,Male,Own-child,Married-spouse-absent,>50K
32.0,Preschool,Male,Not-in-family,Divorced,<=50K
40.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21.0,10th,Male,Not-in-family,Never-married,<=50K
23.0,HS-grad,Female,Not-in-family,Never-married,>50K
45.0,Some-college,Female,Wife,Widowed,>50K
28.0,9th,Female,Wife,Married-AF-spouse,<=50K
66.0,Assoc-voc,Female,Unmarried,Widowed,<=50K
74.0,Assoc-acdm,Male,Own-child,Never-married,>50K
68.0,7th-8th,Male,Not-in-family,Widowed,<=50K
22.0,Prof-school,Female,Other-relative,Never-married,<=50K
50.0,12th,Male,Unmarried,Married-AF-spouse,<=50K
79.0,Some-college,Male,Husband,Never-married,>50K
64.0,12th,Female,Unmarried,Widowed,<=50K
31.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
60.0,HS-grad,Male,Unmarried,Separated,<=50K
51.0,Bachelors,Female,Unmarried,Married-civ-spouse,<=50K
45.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
21.0,HS-grad,Male,Own-child,Never-married,<=50K
53.0,HS-grad,Female,Other-relative,Separated,<=50K
80.0,5th-6th,Male,Husband,Married-civ-spouse,>50K
53.0,Some-college,Male,Husband,Married-civ-spouse,>50K
22.0,HS-grad,Female,Unmarried,Never-married,<=50K
24.0,Doctorate,Female,Other-relative,Married-spouse-absent,>50K
53.0,11th,Male,Wife,Married-AF-spouse,<=50K
70.0,Preschool,Male,Wife,Separated,<=50K
62.0,Some-college,Male,Wife,Separated,<=50K
79.0,5th-6th,Male,Husband,Married-civ-spouse,>50K
29.0,11th,Female,Wife,Married-civ-spouse,<=50K
32.0,Preschool,Female,Husband,Widowed,>50K
30.0,Assoc-voc,Female,Not-in-family,Divorced,>50K
50.0,Bachelors,Female,Unmarried,Married-civ-spouse,<=50K
25.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
24.0,1st-4th,Female,Other-relative,Separated,<=50K
27.0,Some-college,Male,Husband,Married-civ-spouse,>50K
32.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
19.0,9th,Female,Not-in-family,Married-civ-spouse,<=50K
68.0,Preschool,Male,Husband,Never-married,<=50K
33.0,HS-grad,Male,Not-in-family,Never-married,<=50K
20.0,12th,Male,Own-child,Separated,<=50K
34.0,Assoc-voc,Female,Not-in-family,Divorced,<=50K
68.0,Some-college,Female,Husband,Married-AF-spouse,>50K
40.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
87.0,HS-grad,Female,Not-in-family,Never-married,<=50K
47.0,11th,Female,Husband,Married-civ-spouse,<=50K
69.0,Prof-school,Female,Wife,Married-civ-spouse,>50K
51.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
68.0,Bachelors,Female,Unmarried,Divorced,>50K
81.0,11th,Male,Own-child,Separated,>50K
68.0,Preschool,Female,Other-relative,Married-spouse-absent,>50K
36.0,Bachelors,Male,Other-relative,Divorced,<=50K
52.0,10th,Female,Wife,Never-married,<=50K
43.0,Some-college,Female,Not-in-family,Separated,<=50K
71.0,10th,Male,Unmarried,Separated,>50K
17.0,Some-college,Male,Other-relative,Never-married,<=50K
40.0,10th,Male,Not-in-family,Never-married,<=50K
60.0,9th,Female,Wife,Married-civ-spouse,<=50K
21.0,HS-grad,Male,Own-child,Never-married,<=50K
61.0,Prof-school,Female,Husband,Never-married,<=50K
42.0,Some-college,Female,Not-in-family,Never-married,<=50K
30.0,HS-grad,Male,Unmarried,Never-married,<=50K
17.0,Some-college,Female,Own-child,Never-married,<=50K
56.0,11th,Female,Wife,Never-married,<=50K
32.0,Masters,Male,Husband,Separated,>50K
27.0,Bachelors,Male,Unmarried,Never-married,>50K
64.0,Bachelors,Female,Not-in-family,Married-AF-spouse,>50K
60.0,12th,Male,Other-relative,Married-spouse-absent,>50K
26.0,11th,Female,Wife,Married-spouse-absent,>50K
32.0,10th,Female,Wife,Separated,<=50K
26.0,Assoc-acdm,Male,Wife,Separated,<=50K
28.0,9th,Male,Not-in-family,Divorced,>50K
80.0,11th,Female,Wife,Widowed,<=50K
29.0,Bachelors,Male,Own-child,Married-civ-spouse,>50K
50.0,HS-grad,Male,Not-in-family,Divorced,<=50K
88.0,5th-6th,Male,Husband,Married-civ-spouse,<=50K
44.0,HS-grad,Female,Unmarried,Divorced,<=50K
65.0,12th,Female,Other-relative,Married-civ-spouse,<=50K
26.0,5th-6th,Female,Unmarried,Married-civ-spouse,<=50K
34.0,10th,Female,Unmarried,Widowed,<=50K
35.0,HS-grad,Female,Unmarried,Divorced,<=50K
88.0,Prof-school,Male,Not-in-family,Widowed,>50K
37.0,HS-grad,Female,Unmarried,Divorced,<=50K
19.0,HS-grad,Male,Other-relative,Separated,<=50K
32.0,7th-8th,Male,Other-relative,Married-spouse-absent,<=50K
70.0,Assoc-acdm,Female,Own-child,Never-married,<=50K
45.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
51.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
59.0,Masters,Male,Not-in-family,Widowed,<=50K
89.0,Bachelors,Male,Wife,Never-married,>50K
57.0,Doctorate,Male,Husband,Divorced,>50K
31.0,Masters,Female,Not-in-family,Married-AF-spouse,>50K
33.0,Preschool,Female,Husband,Married-AF-spouse,>50K
86.0,Prof-school,Male,Not-in-family,Widowed,<=50K
89.0,Doctorate,Female,Not-in-family,Married-spouse-absent,<=50K
26.0,9th,Female,Wife,Never-married,>50K
65.0,1st-4th,Female,Unmarried,Divorced,>50K
72.0,7th-8th,Female,Not-in-family,Married-civ-spouse,<=50K
36.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
31.0,12th,Male,Unmarried,Married-AF-spouse,<=50K
90.0,5th-6th,Male,Own-child,Widowed,>50K
32.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
90.0,Preschool,Female,Wife,Married-civ-spouse,<=50K
39.0,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
45.0,Assoc-acdm,Female,Wife,Divorced,>50K
35.0,Bachelors,Male,Not-in-family,Divorced,>50K
19.0,HS-grad,Female,Not-in-family,Widowed,>50K
82.0,9th,Female,Unmarried,Separated,<=50K
84.0,Some-college,Male,Own-child,Separated,>50K
82.0,Some-college,Male,Wife,Married-civ-spouse,>50K
20.0,11th,Male,Own-child,Never-married,<=50K
63.0,Prof-school,Female,Husband,Never-married,<=50K
87.0,11th,Female,Wife,Divorced,>50K
73.0,7th-8th,Female,Unmarried,Never-married,<=50K
40.0,10th,Female,Own-child,Married-AF-spouse,<=50K
67.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
72.0,Preschool,Female,Not-in-family,Widowed,>50K
73.0,10th,Female,Husband,Separated,<=50K
22.0,Bachelors,Female,Unmarried,Divorced,<=50K
20.0,Some-college,Female,Own-child,Widowed,<=50K
40.0,Some-college,Male,Wife,Married-civ-spouse,>50K
70.0,Assoc-acdm,Female,Wife,Separated,<=50K
67.0,Prof-school,Female,Unmarried,Divorced,>50K
19.0,Some-college,Female,Wife,Never-married,<=50K
31.0,HS-grad,Male,Own-child,Never-married,<=50K
40.0,Assoc-voc,Male,Husband,Widowed,<=50K
42.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32.0,9th,Female,Not-in-family,Married-civ-spouse,>50K
88.0,HS-grad,Female,Unmarried,Never-married,<=50K
18.0,10th,Female,Wife,Never-married,<=50K
52.0,11th,Male,Wife,Married-AF-spouse,<=50K
80.0,Some-college,Male,Husband,Married-civ-spouse,>50K
55.0,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
34.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
29.0,Some-college,Male,Not-in-family,Never-married,>50K
31.0,7th-8th,Male,Other-relative,Divorced,>50K
51.0,1st-4th,Female,Wife,Married-AF-spouse,<=50K
80.0,11th,Male,Not-in-family,Married-civ-spouse,>50K
78.0,Some-college,Male,Own-child,Married-spouse-absent,>50K
43.0,HS-grad,Female,Not-in-family,Divorced,>50K
33.0,Bachelors,Male,Unmarried,Never-married,<=50K
26.0,Bachelors,Female,Other-relative,Married-spouse-absent,<=50K
54.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
60.0,HS-grad,Male,Not-in-family,Never-married,<=50K
52.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
45.0,Bachelors,Female,Other-relative,Married-spouse-absent,<=50K
26.0,9th,Male,Own-child,Married-spouse-absent,>50K
52.0,Bachelors,Male,Wife,Separated,>50K
43.0,Some-college,Female,Own-child,Never-married,<=50K
29.0,Some-college,Female,Unmarried,Divorced,<=50K
25.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
30.0,Bachelors,Male,Not-in-family,Never-married,<=50K
49.0,Masters,Male,Not-in-family,Divorced,>50K
26.0,HS-grad,Female,Own-child,Widowed,>50K
68.0,Some-college,Male,Not-in-family,Separated,<=50K
23.0,Bachelors,Female,Not-in-family,Never-married,<=50K
82.0,Masters,Female,Not-in-family,Married-AF-spouse,>50K
33.0,HS-grad,Female,Unmarried,Never-married,<=50K
54.0,9th,Female,Other-relative,Separated,<=50K
31.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
49.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
22.0,5th-6th,Male,Not-in-family,Never-married,>50K
60.0,9th,Female,Unmarried,Married-AF-spouse,>50K
42.0,HS-grad,Male,Own-child,Widowed,<=50K
40.0,11th,Female,Own-child,Married-spouse-absent,<=50K
22.0,Bachelors,Female,Unmarried,Married-civ-spouse,<=50K
22.0,Bachelors,Male,Not-in-family,Never-married,<=50K
41.0,9th,Female,Other-relative,Separated,>50K
31.0,12th,Male,Other-relative,Married-AF-spouse,<=50K
50.0,Assoc-acdm,Female,Unmarried,Married-civ-spouse,<=50K
78.0,Some-college,Female,Wife,Married-civ-spouse,>50K
80.0,11th,Male,Not-in-family,Married-civ-spouse,>50K
57.0,HS-grad,Male,Unmarried,Divorced,<=50K
57.0,11th,Female,Own-child,Married-spouse-absent,<=50K
40.0,9th,Female,Other-relative,Separated,<=50K
75.0,HS-grad,Female,Unmarried,Widowed,>50K
33.0,1st-4th,Female,Wife,Married-spouse-absent,<=50K
31.0,Bachelors,Female,Husband,Widowed,>50K
53.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
35.0,10th,Female,Unmarried,Widowed,<=50K
30.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32.0,7th-8th,Male,Other-relative,Married-AF-spouse,<=50K
43.0,Masters,Male,Husband,Married-civ-spouse,<=50K
48.0,12th,Female,Not-in-family,Never-married,>50K
23.0,Some-college,Male,Own-child,Never-married,<=50K
46.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
74.0,12th,Female,Wife,Married-AF-spouse,<=50K
20.0,Some-college,Female,Not-in-family,Never-married,<=50K
78.0,Some-college,Female,Other-relative,Married-civ-spouse,<=50K
25.0,9th,Female,Other-relative,Divorced,<=50K
70.0,Bachelors,Female,Own-child,Divorced,<=50K
24.0,7th-8th,Male,Not-in-family,Widowed,<=50K
32.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
56.0,HS-grad,Male,Not-in-family,Never-married,<=50K
52.0,Masters,Male,Husband,Married-civ-spouse,>50K
62.0,1st-4th,Male,Other-relative,Divorced,>50K
42.0,Assoc-voc,Male,Not-in-family,Married-spouse-absent,<=50K
39.0,Assoc-acdm,Female,Wife,Divorced,<=50K
82.0,Preschool,Male,Wife,Married-civ-spouse,<=50K
75.0,7th-8th,Female,Own-child,Married-civ-spouse,>50K
63.0,Assoc-voc,Male,Own-child,Widowed,<=50K
65.0,Some-college,Female,Wife,Married-civ-spouse,<=50K
59.0,12th,Female,Wife,Married-civ-spouse,>50K
70.0,Assoc-voc,Female,Unmarried,Married-spouse-absent,>50K
69.0,11th,Male,Not-in-family,Divorced,>50K
22.0,Some-college,Male,Not-in-family,Never-married,<=50K
45.0,10th,Male,Husband,Never-married,<=50K
71.0,12th,Male,Other-relative,Never-married,>50K
34.0,Some-college,Female,Wife,Never-married,<=50K
71.0,Prof-school,Male,Wife,Married-civ-spouse,>50K
36.0,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
38.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
42.0,Assoc-acdm,Female,Wife,Separated,<=50K
29.0,Assoc-acdm,Male,Other-relative,Widowed,<=50K
27.0,Masters,Male,Husband,Separated,>50K
31.0,9th,Female,Own-child,Divorced,>50K
46.0,Prof-school,Female,Own-child,Married-AF-spouse,>50K
63.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
54.0,Assoc-acdm,Male,Husband,Married-civ-spouse,<=50K
20.0,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
51.0,Some-college,Male,Husband,Married-civ-spouse,>50K
83.0,7th-8th,Male,Husband,Married-civ-spouse,<=50K
17.0,HS-grad,Male,Own-child,Never-married,<=50K
80.0,11th,Male,Husband,Married-civ-spouse,<=50K
31.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
37.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
31.0,Some-college,Female,Not-in-family,Married-AF-spouse,<=50K
50.0,Some-college,Female,Not-in-family,Divorced,>50K
50.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
56.0,Doctorate,Male,Unmarried,Married-AF-spouse,<=50K
80.0,10th,Female,Wife,Divorced,<=50K
85.0,1st-4th,Male,Other-relative,Married-spouse-absent,>50K
55.0,Preschool,Male,Wife,Married-civ-spouse,>50K
33.0,10th,Female,Not-in-family,Widowed,<=50K
79.0,Bachelors,Female,Husband,Separated,>50K
