age,education,sex,relationship,marital-status,income
50.0,HS-grad,Female,Own-child,Separated,<=50K
29.0,Some-college,Female,Husband,Divorced,>50K
21.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
29.0,Prof-school,Female,Own-child,Widowed,<=50K
51.0,HS-grad,Female,Husband,Never-married,<=50K
23.0,Assoc-voc,Male,Own-child,Never-married,<=50K
26.0,Some-college,Male,Husband,Married-civ-spouse,>50K
18.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
44.0,9th,Male,Own-child,Married-civ-spouse,<=50K
33.0,Some-college,Female,Husband,Divorced,<=50K
29.0,Some-college,Male,Husband,Divorced,>50K
46.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
30.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
46.0,12th,Male,Husband,Never-married,<=50K
53.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
26.0,Some-college,Female,Other-relative,Never-married,<=50K
65.0,9th,Male,Husband,Widowed,>50K
23.0,HS-grad,Female,Husband,Married-civ-spouse,>50K
30.0,12th,Male,Husband,Divorced,<=50K
27.0,10th,Male,Husband,Married-civ-spouse,<=50K
29.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
37.0,Some-college,Female,Own-child,Never-married,<=50K
35.0,Bachelors,Female,Not-in-family,Never-married,<=50K
53.0,Some-college,Male,Husband,Separated,>50K
54.0,5th-6th,Male,Not-in-family,Married-civ-spouse,>50K
27.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
41.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
23.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
33.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
30.0,10th,Female,Not-in-family,Married-civ-spouse,<=50K
29.0,7th-8th,Female,Not-in-family,Divorced,<=50K
37.0,11th,Female,Husband,Married-civ-spouse,>50K
44.0,Some-college,Male,Husband,Never-married,<=50K
21.0,9th,Female,Not-in-family,Married-civ-spouse,>50K
57.0,Some-college,Female,Husband,Never-married,<=50K
43.0,Bachelors,Male,Own-child,Never-married,>50K
26.0,Some-college,Male,Husband,Never-married,>50K
62.0,Bachelors,Male,Not-in-family,Never-married,<=50K
39.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
86.0,12th,Female,Husband,Married-civ-spouse,>50K
26.0,Bachelors,Male,Unmarried,Never-married,<=50K
38.0,HS-grad,Male,Not-in-family,Widowed,<=50K
30.0,Some-college,Male,Not-in-family,Never-married,>50K
29.0,HS-grad,Male,Not-in-family,Divorced,<=50K
42.0,Some-college,Male,Not-in-family,Divorced,<=50K
60.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
51.0,10th,Male,Husband,Never-married,>50K
45.0,HS-grad,Female,Husband,Never-married,<=50K
39.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
60.0,Bachelors,Male,Wife,Never-married,<=50K
37.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
57.0,HS-grad,Male,Not-in-family,Divorced,>50K
51.0,10th,Male,Own-child,Married-civ-spouse,<=50K
27.0,Prof-school,Female,Own-child,Never-married,<=50K
47.0,HS-grad,Female,Wife,Never-married,<=50K
20.0,12th,Female,Wife,Never-married,<=50K
30.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
28.0,Bachelors,Female,Husband,Married-civ-spouse,<=50K
35.0,Some-college,Female,Not-in-family,Never-married,<=50K
43.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
21.0,Some-college,Female,Not-in-family,Married-civ-spouse,<=50K
36.0,HS-grad,Female,Husband,Divorced,<=50K
64.0,Bachelors,Female,Own-child,Divorced,<=50K
28.0,Some-college,Male,Own-child,Never-married,>50K
44.0,HS-grad,Male,Not-in-family,Never-married,<=50K
42.0,HS-grad,Male,Not-in-family,Never-married,<=50K
20.0,HS-grad,Female,Not-in-family,Never-married,<=50K
38.0,Some-college,Female,Own-child,Never-married,<=50K
45.0,Some-college,Male,Unmarried,Divorced,<=50K
18.0,Some-college,Female,Husband,Divorced,<=50K
56.0,Assoc-acdm,Male,Wife,Never-married,<=50K
37.0,Some-college,Female,Husband,Married-civ-spouse,>50K
20.0,11th,Female,Husband,Never-married,<=50K
25.0,Assoc-voc,Female,Husband,Married-civ-spouse,<=50K
61.0,HS-grad,Female,Own-child,Married-civ-spouse,<=50K
41.0,5th-6th,Male,Own-child,Married-civ-spouse,>50K
21.0,HS-grad,Male,Husband,Never-married,>50K
28.0,Bachelors,Male,Not-in-family,Never-married,<=50K
33.0,HS-grad,Female,Husband,Widowed,<=50K
20.0,Bachelors,Female,Own-child,Married-civ-spouse,<=50K
34.0,11th,Male,Husband,Married-civ-spouse,>50K
38.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
25.0,Some-college,Male,Not-in-family,Divorced,<=50K
40.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
48.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
28.0,Some-college,Male,Husband,Never-married,<=50K
42.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
42.0,HS-grad,Female,Wife,Never-married,<=50K
63.0,HS-grad,Female,Husband,Never-married,<=50K
48.0,Some-college,Female,Own-child,Married-civ-spouse,<=50K
53.0,Some-college,Male,Not-in-family,Divorced,<=50K
36.0,Assoc-acdm,Female,Husband,Widowed,>50K
27.0,12th,Female,Not-in-family,Divorced,<=50K
86.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
24.0,Some-college,Male,Unmarried,Never-married,>50K
38.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
18.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
63.0,11th,Male,Husband,Never-married,<=50K
68.0,Bachelors,Male,Husband,Never-married,<=50K
45.0,Assoc-acdm,Male,Not-in-family,Divorced,<=50K
29.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
28.0,Assoc-voc,Male,Husband,Never-married,<=50K
30.0,11th,Male,Husband,Married-civ-spouse,>50K
22.0,Bachelors,Female,Own-child,Married-civ-spouse,<=50K
37.0,HS-grad,Male,Unmarried,Never-married,<=50K
24.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
29.0,Bachelors,Male,Not-in-family,Never-married,<=50K
39.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
44.0,Bachelors,Female,Husband,Married-civ-spouse,>50K
20.0,Bachelors,Female,Husband,Never-married,<=50K
34.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
45.0,HS-grad,Male,Not-in-family,Never-married,>50K
52.0,HS-grad,Female,Not-in-family,Married-civ-spouse,>50K
37.0,Assoc-acdm,Female,Husband,Separated,<=50K
67.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
29.0,Bachelors,Female,Husband,Never-married,<=50K
20.0,HS-grad,Male,Not-in-family,Never-married,<=50K
36.0,Masters,Male,Husband,Never-married,<=50K
28.0,Some-college,Male,Husband,Never-married,<=50K
53.0,Prof-school,Male,Husband,Married-civ-spouse,<=50K
25.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
30.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
49.0,Masters,Male,Husband,Never-married,<=50K
44.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
41.0,Bachelors,Male,Unmarried,Married-civ-spouse,<=50K
45.0,9th,Male,Unmarried,Married-civ-spouse,<=50K
34.0,Masters,Female,Husband,Married-civ-spouse,<=50K
20.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
18.0,Bachelors,Male,Unmarried,Married-civ-spouse,>50K
39.0,Some-college,Male,Own-child,Never-married,<=50K
24.0,HS-grad,Male,Unmarried,Married-civ-spouse,<=50K
19.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
68.0,HS-grad,Female,Not-in-family,Never-married,<=50K
51.0,Masters,Female,Unmarried,Divorced,>50K
24.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
20.0,12th,Male,Other-relative,Never-married,<=50K
63.0,HS-grad,Female,Not-in-family,Never-married,>50K
28.0,HS-grad,Female,Own-child,Never-married,<=50K
24.0,Bachelors,Male,Not-in-family,Divorced,<=50K
43.0,Some-college,Male,Not-in-family,Married-civ-spouse,>50K
22.0,Doctorate,Male,Not-in-family,Married-civ-spouse,<=50K
27.0,10th,Male,Not-in-family,Married-civ-spouse,<=50K
66.0,Doctorate,Female,Unmarried,Never-married,>50K
42.0,HS-grad,Male,Other-relative,Married-civ-spouse,>50K
38.0,Some-college,Female,Own-child,Divorced,<=50K
33.0,Some-college,Female,Wife,Married-civ-spouse,<=50K
49.0,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
21.0,Some-college,Male,Husband,Never-married,<=50K
66.0,Bachelors,Male,Husband,Never-married,<=50K
57.0,Bachelors,Male,Unmarried,Never-married,<=50K
39.0,12th,Male,Husband,Married-civ-spouse,<=50K
20.0,11th,Female,Not-in-family,Married-civ-spouse,>50K
44.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
57.0,Some-college,Male,Husband,Divorced,<=50K
37.0,HS-grad,Male,Husband,Separated,>50K
30.0,Some-college,Male,Own-child,Divorced,>50K
21.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
48.0,HS-grad,Female,Own-child,Married-civ-spouse,<=50K
55.0,Some-college,Female,Husband,Never-married,>50K
21.0,Some-college,Male,Own-child,Married-civ-spouse,>50K
47.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
17.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
66.0,HS-grad,Male,Husband,Divorced,<=50K
39.0,HS-grad,Male,Husband,Divorced,<=50K
42.0,12th,Male,Not-in-family,Married-civ-spouse,<=50K
31.0,Bachelors,Male,Not-in-family,Divorced,<=50K
61.0,Some-college,Male,Husband,Divorced,<=50K
29.0,Bachelors,Male,Husband,Divorced,>50K
53.0,Some-college,Male,Husband,Never-married,<=50K
75.0,HS-grad,Female,Husband,Never-married,>50K
49.0,HS-grad,Female,Husband,Never-married,<=50K
36.0,HS-grad,Female,Other-relative,Divorced,<=50K
19.0,HS-grad,Male,Husband,Never-married,<=50K
37.0,Some-college,Male,Other-relative,Married-civ-spouse,<=50K
33.0,Assoc-acdm,Male,Not-in-family,Divorced,<=50K
25.0,Bachelors,Male,Husband,Divorced,<=50K
32.0,Masters,Female,Wife,Divorced,<=50K
28.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
21.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
33.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
27.0,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
38.0,11th,Male,Not-in-family,Never-married,<=50K
17.0,HS-grad,Female,Husband,Divorced,>50K
60.0,Some-college,Female,Not-in-family,Married-civ-spouse,<=50K
50.0,Bachelors,Female,Husband,Divorced,<=50K
41.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
53.0,Preschool,Male,Not-in-family,Married-civ-spouse,<=50K
63.0,11th,Female,Husband,Married-civ-spouse,>50K
24.0,HS-grad,Male,Husband,Never-married,>50K
40.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
85.0,Assoc-voc,Female,Husband,Never-married,<=50K
76.0,Bachelors,Male,Unmarried,Never-married,>50K
41.0,HS-grad,Female,Not-in-family,Widowed,>50K
24.0,11th,Male,Husband,Married-civ-spouse,<=50K
40.0,Assoc-acdm,Male,Husband,Married-civ-spouse,<=50K
18.0,Assoc-acdm,Female,Other-relative,Never-married,<=50K
27.0,Doctorate,Male,Unmarried,Married-civ-spouse,>50K
62.0,Masters,Male,Not-in-family,Married-civ-spouse,<=50K
29.0,Some-college,Male,Own-child,Divorced,<=50K
42.0,Assoc-acdm,Male,Other-relative,Married-civ-spouse,<=50K
32.0,Masters,Female,Unmarried,Never-married,<=50K
61.0,HS-grad,Female,Not-in-family,Married-civ-spouse,>50K
46.0,Some-college,Male,Own-child,Divorced,<=50K
30.0,Some-college,Male,Not-in-family,Never-married,>50K
46.0,7th-8th,Male,Husband,Divorced,<=50K
23.0,12th,Female,Husband,Separated,>50K
34.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
24.0,Assoc-acdm,Female,Not-in-family,Never-married,>50K
45.0,Assoc-voc,Female,Unmarried,Never-married,<=50K
24.0,Some-college,Male,Husband,Never-married,>50K
32.0,Some-college,Male,Unmarried,Married-civ-spouse,>50K
30.0,Bachelors,Female,Unmarried,Married-civ-spouse,<=50K
37.0,Some-college,Male,Unmarried,Married-civ-spouse,<=50K
29.0,Some-college,Female,Not-in-family,Divorced,<=50K
44.0,HS-grad,Female,Not-in-family,Never-married,>50K
18.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
40.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
27.0,Bachelors,Male,Husband,Never-married,<=50K
30.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
52.0,Bachelors,Female,Wife,Divorced,>50K
63.0,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
31.0,HS-grad,Female,Own-child,Married-civ-spouse,>50K
51.0,HS-grad,Female,Not-in-family,Divorced,<=50K
24.0,HS-grad,Female,Husband,Never-married,<=50K
39.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
48.0,HS-grad,Female,Unmarried,Married-civ-spouse,<=50K
22.0,9th,Male,Own-child,Divorced,<=50K
33.0,Assoc-acdm,Male,Not-in-family,Married-civ-spouse,<=50K
57.0,12th,Female,Husband,Married-civ-spouse,>50K
23.0,Assoc-voc,Male,Husband,Divorced,<=50K
21.0,HS-grad,Female,Own-child,Widowed,<=50K
42.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
32.0,Some-college,Female,Husband,Never-married,>50K
51.0,HS-grad,Male,Husband,Never-married,<=50K
57.0,HS-grad,Male,Own-child,Separated,<=50K
31.0,Some-college,Male,Not-in-family,Never-married,<=50K
32.0,Bachelors,Female,Not-in-family,Never-married,<=50K
38.0,HS-grad,Male,Unmarried,Married-civ-spouse,<=50K
40.0,Assoc-voc,Female,Unmarried,Separated,<=50K
73.0,HS-grad,Male,Other-relative,Married-civ-spouse,>50K
43.0,Assoc-voc,Female,Wife,Married-civ-spouse,<=50K
33.0,HS-grad,Male,Husband,Never-married,>50K
26.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
61.0,HS-grad,Male,Unmarried,Widowed,<=50K
23.0,Bachelors,Male,Husband,Never-married,<=50K
45.0,9th,Female,Wife,Married-civ-spouse,<=50K
58.0,Bachelors,Female,Husband,Never-married,<=50K
46.0,Bachelors,Male,Husband,Never-married,<=50K
32.0,Masters,Male,Unmarried,Married-civ-spouse,<=50K
24.0,Masters,Male,Own-child,Widowed,>50K
33.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
46.0,12th,Female,Not-in-family,Never-married,>50K
45.0,HS-grad,Female,Husband,Married-civ-spouse,>50K
60.0,12th,Male,Husband,Married-civ-spouse,<=50K
56.0,10th,Female,Not-in-family,Never-married,<=50K
53.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
59.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
28.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
35.0,Some-college,Male,Unmarried,Never-married,<=50K
32.0,Masters,Male,Unmarried,Married-civ-spouse,<=50K
40.0,Prof-school,Female,Not-in-family,Married-civ-spouse,<=50K
44.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
28.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
18.0,HS-grad,Male,Unmarried,Divorced,<=50K
32.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
30.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
63.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
54.0,Some-college,Female,Own-child,Married-civ-spouse,>50K
55.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
45.0,Bachelors,Male,Own-child,Never-married,<=50K
31.0,10th,Male,Not-in-family,Never-married,>50K
41.0,Assoc-voc,Female,Unmarried,Married-civ-spouse,<=50K
50.0,HS-grad,Male,Not-in-family,Divorced,>50K
21.0,HS-grad,Female,Not-in-family,Divorced,<=50K
53.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
20.0,HS-grad,Female,Not-in-family,Never-married,<=50K
53.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
51.0,7th-8th,Male,Husband,Married-civ-spouse,<=50K
19.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
39.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
38.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
22.0,HS-grad,Male,Not-in-family,Divorced,>50K
24.0,Bachelors,Female,Own-child,Never-married,<=50K
48.0,Prof-school,Female,Own-child,Never-married,>50K
39.0,11th,Male,Husband,Married-civ-spouse,<=50K
75.0,10th,Male,Not-in-family,Divorced,<=50K
74.0,HS-grad,Male,Not-in-family,Never-married,<=50K
76.0,Some-college,Male,Own-child,Never-married,>50K
21.0,Bachelors,Female,Husband,Never-married,>50K
62.0,Assoc-voc,Male,Husband,Never-married,>50K
25.0,Some-college,Male,Unmarried,Divorced,<=50K
34.0,Assoc-acdm,Male,Other-relative,Married-civ-spouse,<=50K
47.0,Doctorate,Male,Husband,Never-married,>50K
25.0,Masters,Male,Husband,Married-civ-spouse,<=50K
42.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
27.0,Bachelors,Male,Not-in-family,Married-civ-spouse,>50K
22.0,HS-grad,Male,Husband,Divorced,>50K
24.0,Some-college,Male,Not-in-family,Never-married,<=50K
30.0,Some-college,Female,Unmarried,Married-civ-spouse,>50K
20.0,10th,Male,Not-in-family,Divorced,<=50K
33.0,Assoc-acdm,Male,Husband,Never-married,>50K
46.0,Some-college,Male,Unmarried,Married-civ-spouse,<=50K
34.0,HS-grad,Female,Own-child,Divorced,>50K
21.0,HS-grad,Male,Not-in-family,Widowed,<=50K
18.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
29.0,10th,Male,Husband,Married-civ-spouse,<=50K
21.0,10th,Male,Not-in-family,Divorced,<=50K
65.0,Some-college,Male,Husband,Married-civ-spouse,>50K
21.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
53.0,Masters,Male,Husband,Married-civ-spouse,<=50K
41.0,Assoc-acdm,Female,Own-child,Never-married,>50K
42.0,HS-grad,Male,Not-in-family,Divorced,<=50K
36.0,Some-college,Male,Own-child,Never-married,<=50K
67.0,Some-college,Male,Husband,Divorced,<=50K
28.0,10th,Male,Unmarried,Married-civ-spouse,<=50K
50.0,Masters,Female,Not-in-family,Divorced,<=50K
39.0,10th,Male,Husband,Widowed,<=50K
33.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
64.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
43.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
21.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
35.0,Bachelors,Male,Unmarried,Never-married,>50K
48.0,Bachelors,Female,Husband,Married-civ-spouse,<=50K
43.0,Masters,Male,Own-child,Never-married,<=50K
60.0,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
25.0,Some-college,Male,Own-child,Married-civ-spouse,<=50K
48.0,HS-grad,Male,Not-in-family,Divorced,>50K
34.0,Some-college,Male,Not-in-family,Widowed,<=50K
41.0,Some-college,Female,Husband,Married-civ-spouse,>50K
62.0,Assoc-voc,Female,Wife,Never-married,>50K
68.0,Some-college,Male,Husband,Never-married,>50K
55.0,11th,Male,Husband,Never-married,<=50K
31.0,10th,Female,Husband,Married-civ-spouse,<=50K
55.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
40.0,Some-college,Male,Unmarried,Married-civ-spouse,<=50K
32.0,Assoc-acdm,Male,Unmarried,Never-married,>50K
19.0,HS-grad,Female,Not-in-family,Never-married,<=50K
48.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
36.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
48.0,HS-grad,Male,Own-child,Never-married,<=50K
49.0,Prof-school,Male,Own-child,Separated,>50K
50.0,HS-grad,Female,Husband,Never-married,<=50K
30.0,HS-grad,Male,Not-in-family,Never-married,<=50K
51.0,Masters,Male,Not-in-family,Married-civ-spouse,>50K
41.0,Masters,Male,Not-in-family,Married-civ-spouse,<=50K
36.0,10th,Male,Husband,Never-married,<=50K
44.0,12th,Female,Husband,Married-civ-spouse,<=50K
19.0,Bachelors,Male,Not-in-family,Never-married,<=50K
22.0,11th,Male,Wife,Divorced,>50K
30.0,Doctorate,Female,Not-in-family,Married-civ-spouse,<=50K
75.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
24.0,Some-college,Male,Unmarried,Never-married,>50K
31.0,HS-grad,Male,Husband,Widowed,<=50K
18.0,HS-grad,Female,Husband,Separated,<=50K
28.0,Some-college,Male,Husband,Divorced,<=50K
30.0,HS-grad,Female,Husband,Widowed,>50K
63.0,10th,Male,Not-in-family,Never-married,>50K
51.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
32.0,Some-college,Male,Unmarried,Married-civ-spouse,<=50K
18.0,Some-college,Male,Own-child,Never-married,<=50K
53.0,Bachelors,Male,Husband,Never-married,<=50K
46.0,Bachelors,Male,Wife,Divorced,<=50K
21.0,Some-college,Male,Other-relative,Married-civ-spouse,<=50K
86.0,Bachelors,Female,Husband,Divorced,>50K
21.0,HS-grad,Male,Not-in-family,Married-civ-spouse,>50K
56.0,Bachelors,Male,Unmarried,Married-civ-spouse,>50K
28.0,12th,Female,Husband,Never-married,>50K
33.0,HS-grad,Female,Unmarried,Married-civ-spouse,<=50K
53.0,Some-college,Male,Not-in-family,Never-married,<=50K
44.0,HS-grad,Male,Not-in-family,Married-civ-spouse,>50K
64.0,Assoc-voc,Male,Husband,Divorced,<=50K
42.0,HS-grad,Male,Wife,Never-married,<=50K
23.0,Prof-school,Male,Not-in-family,Never-married,<=50K
54.0,Bachelors,Female,Not-in-family,Never-married,<=50K
47.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
44.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
19.0,Assoc-acdm,Female,Husband,Married-civ-spouse,>50K
35.0,Some-college,Male,Unmarried,Never-married,>50K
22.0,HS-grad,Female,Not-in-family,Never-married,>50K
52.0,Some-college,Male,Husband,Never-married,<=50K
46.0,Assoc-voc,Female,Husband,Never-married,<=50K
55.0,HS-grad,Male,Husband,Never-married,<=50K
67.0,Assoc-acdm,Male,Not-in-family,Never-married,<=50K
49.0,10th,Male,Own-child,Married-civ-spouse,<=50K
78.0,Bachelors,Male,Not-in-family,Never-married,>50K
42.0,HS-grad,Male,Unmarried,Widowed,<=50K
18.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
20.0,Some-college,Male,Not-in-family,Never-married,<=50K
29.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
52.0,HS-grad,Female,Not-in-family,Married-civ-spouse,>50K
55.0,Some-college,Male,Unmarried,Married-civ-spouse,>50K
63.0,HS-grad,Male,Other-relative,Married-civ-spouse,<=50K
18.0,Bachelors,Male,Own-child,Never-married,<=50K
19.0,HS-grad,Male,Not-in-family,Divorced,>50K
60.0,HS-grad,Female,Husband,Never-married,<=50K
29.0,Some-college,Male,Husband,Divorced,<=50K
42.0,Some-college,Male,Husband,Divorced,<=50K
73.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
32.0,HS-grad,Male,Own-child,Never-married,<=50K
45.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
32.0,HS-grad,Male,Own-child,Never-married,>50K
48.0,Some-college,Male,Unmarried,Never-married,<=50K
37.0,Some-college,Female,Own-child,Never-married,<=50K
25.0,Bachelors,Male,Wife,Married-civ-spouse,>50K
31.0,12th,Female,Unmarried,Married-civ-spouse,>50K
27.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
38.0,HS-grad,Male,Husband,Never-married,>50K
45.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
63.0,Bachelors,Female,Other-relative,Married-civ-spouse,<=50K
43.0,HS-grad,Male,Not-in-family,Never-married,>50K
47.0,Some-college,Male,Own-child,Never-married,<=50K
21.0,Some-college,Female,Not-in-family,Never-married,<=50K
34.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
35.0,Bachelors,Female,Husband,Married-civ-spouse,>50K
44.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
31.0,10th,Male,Husband,Divorced,<=50K
31.0,Assoc-voc,Male,Wife,Never-married,<=50K
31.0,Some-college,Female,Husband,Divorced,<=50K
51.0,10th,Male,Wife,Married-civ-spouse,<=50K
39.0,12th,Male,Not-in-family,Never-married,<=50K
21.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
24.0,Masters,Male,Own-child,Never-married,<=50K
33.0,Bachelors,Male,Own-child,Never-married,>50K
49.0,Bachelors,Male,Husband,Divorced,>50K
46.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
44.0,Some-college,Male,Not-in-family,Divorced,<=50K
48.0,Bachelors,Female,Husband,Married-civ-spouse,<=50K
29.0,HS-grad,Female,Husband,Never-married,>50K
41.0,Some-college,Male,Not-in-family,Never-married,>50K
39.0,Masters,Female,Own-child,Married-civ-spouse,>50K
50.0,Bachelors,Male,Unmarried,Married-civ-spouse,<=50K
64.0,Prof-school,Female,Wife,Never-married,<=50K
29.0,Some-college,Male,Husband,Never-married,<=50K
49.0,Doctorate,Male,Husband,Never-married,>50K
46.0,HS-grad,Female,Husband,Married-civ-spouse,>50K
40.0,11th,Male,Not-in-family,Married-civ-spouse,>50K
50.0,Some-college,Male,Unmarried,Never-married,<=50K
63.0,12th,Male,Other-relative,Never-married,<=50K
21.0,Bachelors,Male,Husband,Widowed,<=50K
24.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
49.0,Bachelors,Male,Wife,Married-civ-spouse,<=50K
23.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
36.0,HS-grad,Male,Own-child,Never-married,<=50K
24.0,Masters,Female,Husband,Married-civ-spouse,<=50K
30.0,Bachelors,Female,Own-child,Divorced,>50K
45.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
20.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
55.0,Some-college,Male,Own-child,Never-married,<=50K
34.0,Masters,Female,Own-child,Married-civ-spouse,<=50K
38.0,HS-grad,Male,Own-child,Never-married,<=50K
36.0,HS-grad,Female,Own-child,Never-married,<=50K
41.0,12th,Male,Husband,Married-civ-spouse,>50K
32.0,HS-grad,Female,Unmarried,Married-civ-spouse,<=50K
21.0,Some-college,Female,Husband,Never-married,<=50K
30.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
23.0,Some-college,Male,Not-in-family,Divorced,<=50K
40.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
31.0,12th,Male,Own-child,Divorced,<=50K
61.0,HS-grad,Female,Own-child,Married-civ-spouse,>50K
68.0,12th,Male,Unmarried,Divorced,<=50K
42.0,Some-college,Male,Wife,Married-civ-spouse,<=50K
41.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
72.0,HS-grad,Female,Husband,Never-married,<=50K
55.0,Some-college,Female,Own-child,Divorced,<=50K
48.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
29.0,HS-grad,Male,Not-in-family,Married-civ-spouse,>50K
30.0,Some-college,Male,Husband,Never-married,<=50K
27.0,HS-grad,Male,Husband,Never-married,<=50K
39.0,Bachelors,Female,Husband,Married-civ-spouse,>50K
77.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
